noise_p,spread_var,l1_to_uniform
0.0,7.079171360281417,0.5690194830974602
0.02,6.982916298478165,0.5247010423848882
0.05,6.84341149606737,0.4626339145539055
0.1,6.623910932833599,0.37041060870077636
0.2,6.233687709306896,0.24173540310432384
0.3,5.9085016897013105,0.15990230916520642
0.5,5.453241262253489,0.0670753635509709
