diam,gap_raw,gap_diameter,gap_eccentricity
4.0,0.03891758786307442,0.015452238696592818,0.012398789326349885
6.0,0.03012860069672252,0.007895365667839854,-0.00020661236097413438
8.0,0.02941030025482183,0.0020816206932068038,-0.003242332339286752
