op,mae_mean,mae_std,aurc_mean,aurc_std,params
gcn,0.1992888922868955,0.005006734206519953,0.2803260674613808,0.02812095611088869,107
heat,0.19163307205143604,0.004542849995572154,0.2684822683286639,0.028612470559325642,107
qw,0.19129546163509592,0.004711695429351584,0.2687693172904003,0.028651614976511447,107
